Act_No,Title,PDF_URL,Status
A1622,SUBORDINATE COURTS (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1684467_BI/Act A1622.pdf,Acts
A1621,COURTS OF JUDICATURE (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1684466_BI/Act A1621.pdf,Acts
A1620,SUPPLY (REALLOCATION OF APPROPRIATED EXPENDITURE) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1684653_BI/Act A1620.pdf,Acts
A1619,SUPPLEMENTARY SUPPLY (2019) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1684458_BI/Act A1619.pdf,Acts
A1618,ROAD TRANSPORT (AMENDEMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1684461_BI/Act A1618.pdf,Acts
A1617,FRANCHISE (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/760461_BI/WJW014870 BI.pdf,Acts
A1616,CENTRAL BANK OF MALAYSIA (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/759538_BI/WJW014847 BI.pdf,Acts
A1615,INDUSTRIAL RELATION (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/758952_BI/Act A1615.pdf,Acts
A1614,LABUAN BUSINESS ACTIVITY TAX (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/757996_BI/Act A1614 BI.pdf,Acts
A1613,CARRIAGE OF GOODS BY SEA (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/757516_BI/WJW0146XX BI.pdf,Acts
A1612,COPYRIGHT (AMENDMENT) ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/757238_BI/A1612 BI.pdf,Acts
A1611,EMPLOYEES PROVIDENT FUND (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20191231_A1611_BI_Act A1611.pdf,Acts
A1610,PETROLEUM (INCOME TAX) (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1696013_BI/ACT A1610.pdf,Acts
A1609,INCOME TAX (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1696012_BI/ACT A1609.pdf,Acts
A1608,SUPPLY ACT 2020,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20191231_A1608_BI_Act A1608.pdf,Acts
A1607,TRADE DESCRIPTIONS (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/753890_BI/TRADE DESCRIPTIONS (AMENDMENT) ACT 2019.pdf,Acts
A1606,ADMINISTRATION OF ISLAMIC LAW (FEDERAL TERRITORIES) (AMENDMENT) (NO.2) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/753473_BI/WJW014437 BI.pdf,Acts
A1605,COMPANIES (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/716301_BI/COMPANIES (AMENDMENT) ACT 2019.pdf,Acts
A1604,Workers' Minimum Standards of Housing and Amenities (Amendment) Act 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/632166_BI/WJW014169 BI.pdf,Acts
A1603,CONSTITUTION  (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/Pindaan FC AA1603 BI.pdf,Acts
A1602,Youth Societies and Youth  Development (Amendment) Act 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/17786_BI/WJW013964 Act A1602.pdf,Acts
A1601,FISHERIES (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190809_1601_BI_Act A1601.pdf,Acts
A1600,PEACEFUL ASSEMBLY (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190809_A1600_BI_Act A1600.pdf,Acts
A1599,REVISION OF LAWS (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1696001_BI/ACT A1599.pdf,Acts
A1598,Consumer Protection (Amendment) 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/17724_BI/Act A1598.pdf,Acts
A1597,SERVICE TAX (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190709_A1597_BI_Act A1597 BI.pdf,Acts
A1596,SALES TAX (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190709_A1596_BI_Act A1596 BI.pdf,Acts
A1595,FREE ZONES (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695997_BI/ACT A1595.pdf,Acts
A1594,EXCISE (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190709_1594_BI_Act A1594 BI.pdf,Acts
A1593,CUSTOMS (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190709_1593_BI_A1593 BI.pdf,Acts
A1592,ADMINISTRATION OF ISLAMIC LAW(FEDERAL TERRITORIES) (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190531_A1592_BI_A1592 BI.pdf,Acts
A1591,CIVIL LAW (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190531_A1591_BI_A1591 BI.pdf,Acts
A1590,SUPPLEMENTARY SUPPLY (2018) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190531_1590_BI_A1590 BI.pdf,Acts
A1589,CO-OPERATIVE COLLEGE (INCORPORATION) (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695991_BI/ACT A1589.pdf,Acts
A1588,"STREET, DRAINAGE AND BUILDING (AMENDMENT) ACT 2019",https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695990_BI/ACT A1588.pdf,Acts
A1587,HIRE-PURCHASE (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190118_A1587_BI_BI.pdf,Acts
A1586,CHILDREN AND YOUNG PERSONS (EMPLOYMENT) (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190118_A1586_BI_BI.pdf,Acts
A1586,CHILDREN AND YOUNG PERSONS (EMPLOYMENT) (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/A1586 BI (1).pdf,Acts
A1585,ROAD TRANSPORT (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695987_BI/ACT A1585.pdf,Acts
A1585,ROAD TRANSPORT (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/13.ACT A1585.pdf,Acts
A1585,ROAD TRANSPORT (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695987_BI/ACT A1585.pdf,Acts
A1585,ROAD TRANSPORT (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/13.ACT A1585.pdf,Acts
A1584,EDUCATIONAL INSTITUTIONS (DISCIPLINE) (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695986_BI/ACT_A1584.pdf,Acts
A1583,PRIVATE HIGHER EDUCATIONAL INSTITUTIONS (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20190118_A1583_BI_BI.pdf,Acts
A1582,UNIVERSITIES AND UNIVERSITY COLLEGES (AMENDMENT) ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695984_BI/07. A1582 2019_unlocked.pdf,Acts
A1581,EXCISE (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20181228_A1581_BI_A1581 BI.pdf,Acts
A1580,CUSTOMS (AMENDMENT) (NO. 2) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20181228_1580_BI_A1580 BI.pdf,Acts
A1579,SERVICE TAX (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20181228_1579_BI_A1579 BI.pdf,Acts
A1578,SALES TAX (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20181228_1578_BI_A1578 BI.pdf,Acts
A1577,LABUAN BUSINESS ACTIVITY TAX (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695978_BI/18. Act A1577_unlocked.pdf,Acts
A1576,INCOME TAX (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695977_BI/ACT A1576.pdf,Acts
A1575,SUPPLY ACT 2019,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20181227_A1575_BI_Act A1575 BI.pdf,Acts
A1574,LAND PUBLIC TRANSPORT (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20181213_A1574_BI_WJW000000 BI.pdf,Acts
A1573,SUPPLY (REALLOCATION OF APPROPRIATED EXPENDITURE) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180921_1573_BI_WJW011765 BI.pdf,Acts
A1572,FREE ZONES (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/1695969_BI/ACT A1572.pdf,Acts
A1571,CUSTOMS (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180828_AKTA_A1571_BI.pdf,Acts
A1570,SPORTS DEVELOPMENT (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180611_1570_BI_WJW011025 BI.pdf,Acts
A1569,ARBITRATION (AMENDMENT) (NO. 2) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/Act A1569- 2018 (2).pdf,Acts
A1568,FIRE SERVICES (AMENDMENT) 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180504_A1568_BI_Act A1568.pdf,Acts
A1567,MALAYSIAN ANTI-CORRUPTION COMMISSION (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180504_A1567_BI_Act A1567.pdf,Acts
A1566,LIMITATION (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180504_A1566_BI_Act A1566.pdf,Acts
A1565,SUPPLEMENTARY SUPPLY (2017) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180409_A1565_BI_WJW010811 BI.pdf,Acts
A1564,CARE CENTRES (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180329_1564_BI_WJW010783 BI.pdf,Acts
A1563,ARBITRATION (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/Act A1563-2018.pdf,Acts
A1562,TOURISM INDUSTRY (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180110_A1562_BI_Act A1562.pdf,Acts
A1561,MALAYSIAN MARITIME ENFORCEMENT AGENCY (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180110_A1561_BI_Act A1561.pdf,Acts
A1560,INTELLECTUAL PROPERTY CORPORATION OF MALAYSIA (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180110_A1560_BI_Act A1560.pdf,Acts
A1559,MALAYSIAN AVIATION COMMISSION (AMENDMENT) ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20180110_A1559_BI_Act A1559.pdf,Acts
A1558,DANGEROUS DRUG (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/989_BI/ACT A1558.pdf,Acts
A1557,SUPPLY ACT 2018,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20171229_ActA1557.pdf,Acts
A1556,INCOME TAX (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/987_BI/ACT A1556.pdf,Acts
A1555,LABUAN BUSINESS ACTIVITY TAX (AMENDMENT) (NO. 2) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/986_BI/17. Act A1555_unlocked.pdf,Acts
A1554,PRIVATE EMPLOYMENT AGENCIES (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20171130_ActA1554BI.pdf,Acts
A1553,COMMERCIAL VEHICLES LICENSING BOARD (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20171130_ActA1553BI.pdf,Acts
A1552,LAND PUBLIC TRANSPORT (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20171130_ActA1552BI.pdf,Acts
A1551,MERCHANT SHIPPING (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20171130_ActA1551BI.pdf,Acts
A1550,"VALUERS, APPRAISERS AND ESTATE AGENTS (AMENDMENT) ACT 2017",https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171017_A1550_BI_Act A1550 BI.pdf,Acts
A1549,PREVENTION OF CRIME (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/6. Act A1549.pdf,Acts
A1548,LEGAL AID (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171017_A1548_BI_Act A1548 BI.pdf,Acts
A1547,TABUNG ANGKATAN TENTERA (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/978_BI/ACT A1547.pdf,Acts
A1546,LAW REFORM (MARRIAGE AND DIVORCE) (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171017_A1546_BI_Act A1546 BI.pdf,Acts
A1545,TRADE DESCRIPTIONS (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171017_1545_BI_Act A1545 BI.pdf,Acts
A1544,PRICE CONTROL AND ANTI-PROFITEERING (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171017_1544_BI_Act A1544 BI.pdf,Acts
A1543,LEMBAGA KEMAJUAN KELANTAN SELATAN (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171003_A1543_BI_A1543 BI.pdf,Acts
A1542,LEMBAGA KEMAJUAN JOHOR TENGGARA (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171003_A1542_BI_A1542 BI.pdf,Acts
A1541,LEMBAGA KEMAJUAN WILAYAH KEDAH (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171003_A1541_BI_A1541 BI.pdf,Acts
A1540,LEMBAGA KEMAJUAN TERENGGANU TENGAH (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171003_A1540_BI_A1540 BI.pdf,Acts
A1539,SECURITIES COMMISSION MALAYSIA (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20171003_A1539_BI_A1539 BI.pdf,Acts
A1538,DOMESTIC VIOLENCE (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20170921_A1538_BI_WJW009193 BI.pdf,Acts
A1537,STRATEGIC TRADE (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20170621_WJW008723BI.pdf,Acts
A1536,PENAL CODE (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/967_BI/038-Act A1536.pdf,Acts
A1535,PRIVATE HIGHER EDUCATIONAL INSTITUTIONS (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20170602_ActA1535BI.pdf,Acts
A1534,BANKRUPTCY (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20170518_A1534_BI_Act A1534.pdf,Acts
A1533,CONSUMER PROTECTION (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20170518_A1533_BI_Act A1533.pdf,Acts
A1532,LABUAN BUSINESS ACTIVITY TAX (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/963_BI/Act  A1532 BI_unlocked.pdf,Acts
A1531,JUDGES' REMUNERATION (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/962_BI/ACT A1531.pdf,Acts
A1530,WEIGHTS AND MEASURES (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20170518_A1530_BI_Act A1530.pdf,Acts
A1529,SUPPLEMENTARY SUPPLY (2016) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20170518_ActA1529BI.pdf,Acts
A1528,ADVOCATES ORDINANCE (SABAH) (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20170330_1528_BI_WJW008348 BI.pdf,Acts
A1527,EVIDENCE (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20170228_WJW008183BI.pdf,Acts
A1526,CIVIL AVIATION (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20170227_WJW008182BI.pdf,Acts
A1525,EMBLEMS AND NAMES (PREVENTION OF IMPROPER USE) (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20170126_A1525_BI_Act A1525 BI.pdf,Acts
A1524,BIRTHS AND DEATHS REGISTRATION (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20170126_1524_BI_Act A1524 BI.pdf,Acts
A1523,ADMINISTRATION OF ISLAMIC LAW (FEDERAL TERRITORIES) (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/954_BI/Act A1523.pdf,Acts
A1522,TOWN AND COUNTRY PLANNING (AMENDMENT) ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/953_BI/Act A1522 BI.pdf,Acts
A1521,CRIMINAL PROCEDURE CODE (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/952_BI/Act A1521.pdf,Acts
A1520,SUPPLY ACT 2017,https://lom.agc.gov.my/upload/portal/akta/outputaktap/aktaBI_20161222_WJW007795BI.pdf,Acts
A1519,MERCHANT SHIPPING ORDINANCE (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20161215_1519_BI_WJW007758 BI.pdf,Acts
A1518,STRATA TITLES (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160909_A1518_BI_Akta A1518 BI.pdf,Acts
A1517,LAND ACQUISITION (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160909_A1517_BI_Akta A1517 BI.pdf,Acts
A1516,NATIONAL LAND CODE (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160909_A1516_BI_Akta A1516 BI.pdf,Acts
A1515,GAS SUPPLY (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160909_A1515_BI_Akta A1515 BI.pdf,Acts
A1514,NATIONAL ANTI-DRUGS AGENCY (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160817_A1514_BI_WJW007033 BI A1514.pdf,Acts
A1513,CIVIL DEFENCE (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160808_A1513_BI_Act A1513.pdf,Acts
A1512,ROAD TRANSPORT (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/943_BI/ACT A1512.pdf,Acts
A1511,CHILD (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160725_A1511_BI_WJW006870 BI.pdf,Acts
A1510,DANGEROUS DRUGS (SPECIAL PREVENTIVE MEASURES) (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160714_A1510_BI_Act A1510 BI.pdf,Acts
A1509,LEGAL PROFESSION (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160609_A1509_BI_Act A1509 BI.pdf,Acts
A1508,EMPLOYEES' SOCIAL SECURITY (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/939_BI/Act A1508.pdf,Acts
A1507,SUPPLEMENTARY SUPPLY (2015) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160526_A1507_BI_A1507 BI.pdf,Acts
A1506,TABUNG ANGKATAN TENTERA (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/937_BI/Act A1506 (Mac 2016).pdf,Acts
A1505,MALAYSIA DEPOSIT INSURANCE CORPORATION (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160307_AKTA A1505_BI_Act A1505 BI.pdf,Acts
A1504,EMPLOYEES PROVIDENT FUND (AMENDMENT) ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20160218_1504_BI_WJW006143 BI.pdf,Acts
A1503,SUPPLY ACT 2016,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20151223_1503_BI_WJW005828 BI.pdf,Acts
A1502,DEVELOPMENT FINANCIAL INSTITUTIONS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20151126_1502_BI_WJW005615 BI.pdf,Acts
A1501,ELECTRICITY SUPPLY (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20151105_A1501_BI_WJW005535 BI.pdf,Acts
A1500,ANTI-TRAFFICKING IN PERSONS AND ANTI-SMUGGLING OF MIGRANTS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20151102_1500_BI_WJW005504 BI.pdf,Acts
A1499,CAPITAL MARKETS AND SERVICES (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150827_A1499_BI_A1499 BI.pdf,Acts
A1498,CONSUMER PROTECTION (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150827_A1498_BI_A1498 BI.pdf,Acts
A1497,CIVIL AVIATION (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150827_A1497_BI_A1497 BI.pdf,Acts
A1496,RETIREMENT FUND (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150824_A1496_BI_A1496 BI.pdf,Acts
A1495,POLICE (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150824_A1495_BI_A1495 BI.pdf,Acts
A1494,JUDGES' REMUNERATION (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/925_BI/ACT A1494.pdf,Acts
A1493,CHEMISTS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150824_A 1493_BI_A1493 BI.pdf,Acts
A1492,ARMED FORCES (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150824_A1492_BI_A1492 BI.pdf,Acts
A1491,MEMBERS OF PARLIAMENT (REMUNERATION) (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150709_A1491_BI_A1491 BI.pdf,Acts
A1490,EDUCATION (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150709_A1490_BI_A1490 BI.pdf,Acts
A1489,SECURITIES COMMISSION (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150618_A1489_BI_WJW004654 BI.pdf,Acts
A1488,INDUSTRIAL RELATIONS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150604_A1488_BI_Act A1488.pdf,Acts
A1487,SECURITY OFFENCES (SPECIAL MEASURES) (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150604_A1487_BI_Act A1487.pdf,Acts
A1486,PRISON (AMENDMENT) (NO. 2) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150604_A1486_BI_Act A1486.pdf,Acts
A1485,SEDITION (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150604_A1485_BI_Act A1485.pdf,Acts
A1484,PREVENTION OF CRIME (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/4. Act A1484.pdf,Acts
A1483,PENAL CODE (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/915_BI/037-Act A1483 BI.pdf,Acts
A1482,SUPPLEMENTARY SUPPLY (2014) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150604_1482_BI_Act A1482.pdf,Acts
A1481,QUANTITY SURVEYORS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150224_A1481_BI_A1481 BI.pdf,Acts
A1480,ARCHITECTS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150224_A1480_BI_A1480 BI.pdf,Acts
A1479,REGISTRATION OF ENGINEERS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150224_A1479_BI_A1479 BI.pdf,Acts
A1478,COMPANIES COMMISSION OF MALAYSIA (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150105_A1478_BI_Act A1478.pdf,Acts
A1477,LIMITED LIABILITY PARTNERSHIPS (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150105_A1477_BI_Act A1477.pdf,Acts
A1476,REGISTRATION OF BUSINESSES (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150105_A1476_BI_Act A1476.pdf,Acts
A1475,INLAND REVENUE BOARD OF MALAYSIA (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150105_A1475_BI_Act A1475-BI.pdf,Acts
A1474,PRISON (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150105_A1474_BI_Act A1474-BI.pdf,Acts
A1473,CONTROL OF SUPPLIES (AMENDMENT) ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20150105_A1473_BI_Act A1473-BI.pdf,Acts
A1472,SECURITY OFFENCES (SPECIAL MEASURES) (AMENDMENT) ACT 2014,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20141230_A1472_BI_Act A1472.pdf,Acts
A1471,PENAL CODE (AMENDMENT) ACT 2014,https://lom.agc.gov.my/upload/portal/akta/outputaktap/902_BI/036-Act A1471 tahun 2014.pdf,Acts
A1470,MALAYSIA CO-OPERATIVE SOCIETIES COMMISSION (AMENDMENT) ACT 2014,https://lom.agc.gov.my/upload/portal/akta/outputaktap/901_BI/Act A1470.pdf,Acts
A1469,SUPPLY ACT 2015,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20141230_A1469_BI_Act A1469.pdf,Acts
A1468,PROMOTION OF INVESTMENTS (AMENDMENT) ACT 2014,https://lom.agc.gov.my/upload/portal/akta/outputaktap/12.Act A1468.pdf,Acts
